sentence,target,idx
John tries to be honest.,0,4263
John seems to be honest.,0,4264
John makes efforts for himself to be honest.,0,4265
It seems that John is honest.,0,4266
It tends to be warm in September.,0,4267
It seems to bother Kim that they resigned.,0,4268
It is easy to please Kim.,0,4271
John is eager to please Kim.,0,4272
Stephen seemed to be intelligent.,0,4276
It seems to be easy to fool Ben.,0,4277
There is likely to be a letter in the mailbox.,0,4278
Tabs are likely to be kept on participants.,0,4279
Sandy tried to eat oysters.,0,4282
The king thanked the man.,0,4287
The color red seems to be his favorite color.,0,4288
The cat seems to be out of the bag.,0,4289
The dentist is likely to examine Pat.,0,4290
Pat is likely to be examined by the dentist.,0,4291
The dentist is eager to examine Pat.,0,4292
Pat is eager to be examined by the dentist.,0,4293
Stephen believed Ben to be careful.,0,4294
Stephen persuaded Ben to be careful.,0,4295
Stephen believed it to be easy to please Kim.,0,4296
Stephen believed there to be a fountain in the park.,0,4298
Stephen believed the cat to be out of the bag.,0,4300
The dentist was believed to have examined Pat.,0,4302
Pat was believed to have been examined by the dentist.,0,4303
The dentist was persuaded to examine Pat.,0,4304
Stephen seems to be irritating.,0,4305
Tom believes Stephen to be irritating.,0,4306
John persuaded Stephen to be more careful.,0,4307
It seemed to rain.,0,4309
There seemed to be a fountain in the park.,0,4310
Stephen tried to be intelligent.,0,4311
Someone tried to leave the town.,0,4316
There seems to be a fountain in the park.,0,4317
We believed there to be a fountain in the park.,0,4320
We believed John to try to leave the country.,0,4325
The cat tries to be out of the bag.,0,4326
They persuaded me to leave.,0,4327
They promised me to leave.,0,4328
Under the bed is a fun place to hide.,0,4331
Kim may have admitted to let Mary mow the lawn.,0,4333
Gregory appears to have wanted to be loyal to the company.,0,4334
Jones would prefer for it to be clear to Barry that the city plans to sue him.,0,4335
John continues to avoid the conflict.,0,4336
The captain ordered the troops to proceed.,0,4337
He coaxed his brother to give him the candy.,0,4338
John wants it to be clear to Ben that the city plans to honor him.,0,4339
There is only one chemical substance involved in nerve transmission.,0,4350
There are more chemical substances involved in nerve transmission.,0,4353
There is believed to be a sheep in the park.,0,4354
There are believed to be sheep in the park.,0,4356
There seems to be no student absent.,0,4357
There is likely to be no student absent.,0,4359
Pat expected Leslie to be aggressive.,0,4360
Pat persuaded Leslie to be aggressive.,0,4361
Pat promised Leslie to be aggressive.,0,4362
Kevin urged Anne to be loyal to her.,0,4363
We expect the dentist to examine us.,0,4364
We expect them to examine themselves.,0,4366
We persuaded the dentist to examine us.,0,4367
We persuaded them to examine themselves.,0,4369
"John may drink water, and Bill drink beer.",0,4371
Tom will not leave.,0,4372
Will Tom leave the party now?,1,4374
John couldn't leave the party.,0,4376
"If anybody is spoiling the children, John is.",0,4378
"You should leave, shouldn't you?",1,4380
She would never believe that story.,0,4382
The boys will all be there.,0,4384
The children will have been being entertained.,0,4386
Mary solved the problem.,0,4391
Mary would solve the problem.,0,4392
Mary was solving the problem.,0,4393
Mary would easily solve the problem.,0,4394
Mary did not avoid Bill.,0,4396
Fred must have been singing songs and probably was drinking beer.,0,4397
Fred must both have been singing songs and have been drinking beer.,0,4398
Fred must have both been singing songs and been drinking beer.,0,4399
Fred must have been both singing songs and drinking beer.,0,4400
There might be a unicorn in the garden.,0,4401
It will rain tomorrow.,0,4402
John will leave the party earlier.,0,4403
I hope to study in France.,0,4407
John will kick the ball.,0,4414
There may exist a man in the park.,0,4420
He is a fool.,0,4423
He has a car.,0,4424
John is running to the car.,0,4425
Was the child in the school?,1,4426
Was the child running to the car?,1,4427
Was the child found?,1,4428
The child never became crazy.,0,4429
The child was never crazy.,0,4430
The child was never running to the car.,0,4431
The child was never deceived.,0,4432
John is happy about the outcome.,0,4433
John was seeing his children.,0,4434
The children are seen in the yard.,0,4435
John has not sung a song.,0,4436
Has John sung a song?,1,4437
John hasn't been singing a song.,0,4438
John has sung a song and Mary has too.,0,4439
John can have danced.,0,4440
John can be dancing.,0,4441
He has seen his children.,0,4442
He will have been seeing his children.,0,4443
is out since the following is finite.,0,4446
You are a student.,0,4447
You have not enough money.,0,4448
Have you enough money?,1,4449
John does not like this town.,0,4450
In no other circumstances does that distinction matter.,0,4451
They didn't leave any food.,0,4452
John did leave.,0,4459
Did John find the solution?,1,4460
How long did it last?,1,4461
John may leave.,0,4462
It may rain.,0,4463
John did not leave.,0,4465
He might have left.,0,4467
Do be honest!,0,4475
Don't be silly!,0,4476
John believes Kim not to leave here.,0,4478
"Tom wanted to go home, but Peter didn't want to.",0,4483
Lee voted for Bill because his father told him to.,0,4484
Kim regrets not having seen the movie.,0,4485
Kim regrets never having seen the movie.,0,4486
We asked him not to try to call us again.,0,4487
We asked him never to try to call us again.,0,4488
Duty made them not miss the weekly meetings.,0,4489
Duty made them never miss the weekly meetings.,0,4490
Not speaking English is a disadvantage.,0,4491
Lee is believed not to like Kim.,0,4494
Lee is believed to not like Kim.,0,4495
The president could not approve the bill.,0,4497
It would be possible for the president not to approve the bill.,0,4498
It would not be possible for the president to approve the bill.,0,4499
Lee will never leave.,0,4501
Lee will not leave.,0,4502
John could not leave the town.,0,4503
"Mary sang a song, but Lee never did.",0,4506
"Mary sang a song, but Lee did not.",0,4508
"The president could not approve the bill, couldn't he?",1,4509
Are you studying English syntax?,1,4511
What are you studying nowadays?,1,4512
I shall go downtown.,0,4513
Shall I go downtown?,1,4514
May she live forever!,0,4515
Was I that stupid?,1,4516
Don't you even touch that!,0,4517
You better not drink.,0,4518
"You can do it, but you better not.",0,4519
They'd leave soon.,0,4521
They wouldn't leave soon.,0,4522
They shouldn't leave soon.,0,4523
"They can do it, can't they?",1,4524
"They can't do it, can they?",1,4525
"Kim can dance, and Sandy can, too.",0,4528
"Kim has danced, and Sandy has, too.",0,4529
"Kim was dancing, and Sandy was, too.",0,4530
Kim is happy and Sandy is too.,0,4533
"When Kim was in China, I was too.",0,4534
Have you anything to share with the group?,1,4535
Have you brought anything to share with the group?,1,4536
"Sandy must have been, too.",0,4537
"Sandy must have, too.",0,4538
"Sandy must, too.",0,4539
"Because John persuaded Sally to, he didn't have to talk to the reporters.",0,4540
"Mary sang a song, but Lee could not.",0,4542
John got sent to prison.,0,4543
He ought to leave his luggage here.,0,4544
He dared not argue against his parents.,0,4545
He used to go there very often.,0,4546
The gardener must trim the rose bushes today.,0,4547
This should be the beginning of a beautiful friendship.,0,4548
I am removing the shovel from the shed.,0,4549
The travelers have returned from their vacation.,0,4550
Springfield would have built a police station with the federal grant.,0,4551
Sharks could have been cruising near the beach.,0,4552
She seem to have given financial assistance to an important French art dealer.,0,4553
It has rained every day for the last week.,0,4557
Tagalog is spoken in the Philippines.,0,4561
The roof is leaking.,0,4565
Sam may have been being interrogated by the FBI.,0,4573
Have social problems made police work difficult?,1,4576
The senator should not have forgotten the concerns of her constituents.,0,4577
Tokyo has not loosened trade restrictions.,0,4578
Did the doctor prescribe aspirin?,1,4579
"Sandy will read your reports, but Harold will not.",0,4580
He can hardly believe that it's already over.,0,4581
I could have little known that more trouble was just around the corner.,0,4582
I have never been spoken to so rudely!,0,4583
Hardly was there any rain falling.,0,4584
Little did I know that more trouble was just around the corner.,0,4585
Never have I been spoken to so rudely!,0,4586
"He had hardly collected the papers on his desk, had he?",1,4587
"He never achieved anything, did he?",1,4589
"As a statesman, he scarcely could do anything worth mentioning.",0,4591
I didn't find any bugs in my bed.,0,4596
Nobody told them anything.,0,4597
Never have I stolen from any members of your family.,0,4598
Why haven't any books been returned?,1,4599
Hardly any of the citizens ever say anything.,0,4600
These lines were written by one of Korea's most famous poets.,0,4601
The unidentified victim was apparently struck during the early morning hours.,0,4602
Targets can be observed at any angle.,0,4603
"During the early evening, Saturn can be found in the north, while Jupiter rises in the east.",0,4604
I poured 20 liters of acid into the beaker.,0,4605
About 20 liters of acid was poured into the beaker.,0,4606
The executive committee approved the new policy.,0,4607
The new policy was approved by the executive committee.,0,4608
John has taken Bill to the library.,0,4609
John has chosen Bill for the position.,0,4610
John has been taken to the library.,0,4615
John has been chosen for the position.,0,4616
Pat handed a book to Chris.,0,4617
A book was handed to Chris by Pat.,0,4620
A book was handed to Chris.,0,4622
They believe it to be easy to annoy Ben.,0,4624
They believe there to be a dragon in the wood.,0,4626
It is believed to be easy to annoy Ben.,0,4627
There is believed to be a dragon in the wood.,0,4629
No one believes that he is a fool.,0,4630
No one suspects that he is a fool.,0,4631
That he is a fool is suspected by no one.,0,4632
They believe the cat to be out of the bag.,0,4633
The cat is believed to be out of the bag.,0,4634
John drove the car.,0,4635
John was driving the car.,0,4636
The car was being driven.,0,4637
John will drive the car.,0,4638
The car will be driven.,0,4639
John has driven the car.,0,4640
The car has been driven.,0,4641
John has been driving the car.,0,4642
The car has been being driven.,0,4643
The car will have been being driven.,0,4644
Pat handed Chris a note.,0,4645
Chris was handed a note.,0,4646
Chris was handed a note by Pat.,0,4647
Ideas are put into children's heads by TV.,0,4648
"Yesterday, the child really kicked a monkey in the street.",0,4649
The model resembles Kim in nearly every detail.,0,4650
I was born in 1970.,0,4653
It is rumored that he is on his way out.,0,4654
John is said to be rich.,0,4655
He is reputed to be a good scholar.,0,4656
He kicked the ball.,0,4661
The ball was kicked by him.,0,4662
John kicked him.,0,4663
He was kicked by John.,0,4664
John sent her to Seoul.,0,4665
She was sent to Seoul.,0,4666
They widely believed that John was ill.,0,4667
That John was ill was widely believed.,0,4668
They haven't decided which attorney will give the closing argument.,0,4669
Which attorney will give the closing argument hasn't been decided.,0,4670
Which attorney will give the closing argument hasn't been decided by them.,0,4671
You can rely on Ben.,0,4672
Ben can be relied on.,0,4673
They talked about the scandal for days.,0,4674
The scandal was talked about for days.,0,4675
The issue was dealt with promptly.,0,4676
That's not what's asked for.,0,4677
This should be attended to immediately.,0,4678
That's something I would have paid twice for.,0,4681
These are the books that we have gone most thoroughly over.,0,4682
They look generally on John as selfish.,0,4683
Pavarotti relied on Loren and Bond on Hepburn.,0,4687
Loren was relied on by Pavarotti and Hepburn by Bond.,0,4689
The lawyer looked into the document.,0,4691
The document was looked into by the lawyer.,0,4692
Peter has been asked to resign.,0,4693
I assume the matter to have been filed in the appropriate records.,0,4694
Smith wants the picture to be removed from the office.,0,4695
The events have been described well.,0,4696
Over 120 different contaminants have been dumped into the river.,0,4697
The balloon is positioned in an area of blockage and is inflated.,0,4698
Cancer is now thought to be unlikely to be caused by hot dogs.,0,4699
Whether this is feasible hasn't yet been determined.,0,4700
Paying taxes can't be avoided.,0,4701
It hasn't yet been determined whether this is feasible.,0,4702
Frances has had the drapes cleaned.,0,4703
Shirley seems to have Fred promoted.,0,4704
Nina got Bill elected to the committee.,0,4705
We got our car radio stolen twice on holiday.,0,4706
Frances has had her clean the drapes.,0,4707
Nina got them to elect Bill.,0,4708
The news was dealt with carefully.,0,4709
The tree was looked after by Kim.,0,4710
We cannot put up with the noise anymore.,0,4711
He will keep up with their expectations.,0,4712
This noise cannot be put up with.,0,4713
Their expectations will be kept up with.,0,4714
They paid a lot of attention to the matter.,0,4715
The son took care of his parents.,0,4716
The matter was paid a lot of attention to.,0,4717
A lot of attention was paid to the matter.,0,4718
The lake is not to be camped beside by anybody.,0,4721
The beans were grown by the gardener.,0,4724
The plums were weighed by the grocer.,0,4725
The house has been lived in by several famous personages.,0,4727
This bed was surely slept in by a huge guy last night.,0,4729
Rosie got struck by lightning.,0,4730
I got phoned by a woman friend.,0,4731
He got hit in the face with the tip of a surfboard.,0,4732
John's bike got fixed or got stolen.,0,4733
Is John clever?,1,4738
Who is clever?,1,4739
How clever you are!,0,4740
Be very clever.,0,4741
I ask you if this is what you want.,0,4742
Would you mind taking out the garbage?,1,4743
Can the child read the book?,1,4744
What can the child read?,1,4745
Which version did they recommend?,1,4746
With what did the baby eat the food?,1,4747
How did he eat the food?,1,4748
Which man did you talk to?,1,4749
To which man did you talk?,1,4750
How ill has Hobbs been?,1,4751
Who do you think Hobbs imagined Mary said Tom saw?,1,4754
Who did Kim work for and Sandy rely on?,1,4755
You can rely on Edward's help.,0,4758
"Edward's help, you can rely on.",0,4759
We talked about the fact that he was sick for days.,0,4760
"The fact that he was sick for days, we talked about.",0,4761
"That he was sick, we talked about for days.",0,4764
That arrows don't stop in midair is captured by this theory.,0,4765
These qualities recommended him to Oliver.,0,4767
The UN recommended an enlarged peacekeeping force.,0,4768
This is the book which the teacher recommended.,0,4769
Who will they recommend?,1,4770
John put the books in a box.,0,4771
Which books did John put in the box?,1,4772
Where did John put the books?,1,4773
In which box did John put the book?,1,4774
How happy has John been?,1,4775
Who put the book in the box?,1,4776
Who DID put the book in the box?,1,4777
Who can put the book in the box?,1,4778
Who do you think visited Seoul last year?,1,4779
That's the UN delegate that the government thinks visits Seoul last year.,0,4780
Who do you believe that Sara invited?,1,4781
Who do you believe invited Sara?,1,4782
This is the kind of person who I doubt that under normal circumstances would have anything to do with such a scheme.,0,4785
John asks whose book his son likes.,0,4786
John has forgotten which player his son shouted at.,0,4787
He told me how many employees Karen introduced to the visitors.,0,4788
he had been reading the article.,0,4789
John inquired which book he should read.,0,4794
Peter will decide which book we should review.,0,4795
John told us that we should review the book.,0,4796
John told us which book we should review.,0,4797
In which box did he put the book?,1,4798
Which book by his father did he read?,1,4799
John asks in which box he put the book.,0,4800
John asks which book by his father he read.,0,4801
Kim has wondered in which room Gary stayed.,0,4802
Lee asked me how fond of chocolates the monkeys are.,0,4803
John knows whose book Mary bought and Tom borrowed from her.,0,4806
I don't know whether I should agree.,0,4808
She gets upset if I exclude her from anything.,0,4809
She gets upset whether I exclude her from anything.,0,4810
I wonder if you'd be kind enough to give us information.,0,4811
I am not certain about when he will come.,0,4812
I am not certain about whether he will go or not.,0,4813
I don't know where to go.,0,4816
I don't know what to do.,0,4817
I don't know how to do it.,0,4818
I don't know whether to agree with him or not.,0,4819
Fred knows which politician to support.,0,4822
Karen asked where to put the chairs.,0,4823
The student protected him.,0,4824
Who protected him?,1,4825
To protect him is not an easy task.,0,4826
How carefully have you considered your future career?,1,4831
When can we register for graduation?,1,4832
Where do we go to register for graduation?,1,4833
Why have you borrowed my pencil?,1,4834
When did he say that he was fired?,1,4835
Where did he tell you that he met Mary?,1,4836
Why do you wonder whether she will invite me?,1,4837
How often did he ask when she will meet at the party?,1,4838
What causes students to select particular majors?,1,4839
Who will John ask for information about summer courses?,1,4840
Which textbook did the teacher use in the class last summer?,1,4841
Whose car is blocking the entrance to the store?,1,4842
Why do you think he left?,1,4843
Who do you guess will be here?,1,4844
Who do you think borrowed my book?,1,4845
Which city does Fred think that you believe that John lives in?,1,4846
I wonder on which shelf John will put the book?,1,4847
What proof that he has implicated have you found?,1,4848
Joseph has forgotten how many matches he has won.,0,4849
Fred will warn Martha that she should claim that her brother is patriotic.,0,4850
That Bill tried to discover which drawer Alice put the money in made us realize that we should have left him in Seoul.,0,4851
Jasper wonders which book he should attempt to persuade his students to buy.,0,4852
This needs mending.,0,4861
He mended the shoe.,0,4864
This needs investigating.,0,4865
They investigated the problem.,0,4868
The video which you recommended was really terrific.,0,4869
The video which I thought you recommended was really terrific.,0,4870
The video which I thought John told us you recommended was really terrific.,0,4871
the student who won the prize left.,0,4872
the student who everyone likes left.,0,4873
the person whom John gave the book to left.,0,4874
the day when I met her was sunny.,0,4875
The president who Fred voted for has resigned.,0,4876
The president that Fred voted for dislikes his opponents.,0,4877
The president Fred voted for has resigned.,0,4878
has no relative pronoun at all.,0,4879
He is the kind of person with whom to consult.,0,4880
These are the things for which to be thankful.,0,4881
We will invite volunteers on whom to work.,0,4882
This is the student pictures of whom appeared in the newspaper.,0,4883
the people happy with the proposal left.,0,4885
the person standing on my foot is heavy.,0,4886
Jack is the person whom Jenny fell in love with.,0,4893
Jack is the person with whom Jenny fell in love.,0,4894
I met the critic whose remarks I wanted to object to.,0,4896
This is the friend for whose mother Kim gave a party.,0,4897
The teacher set us a problem the answer to which we can find in the textbook.,0,4898
We called the senators who met Fred.,0,4899
The kid picked up the apple that fell down on the ground.,0,4900
He made a statement which everyone thought was really interesting and important.,0,4903
They all agreed to include those matters which everyone believed had been excluded from the Treaty.,0,4904
Mary knows that John was elected.,0,4905
That John was elected surprised Frank.,0,4906
Mary told Bill that John was elected.,0,4907
This is the book that we had read.,0,4908
The president abandoned the people that voted for him.,0,4909
It is an argument that people think will never end in Egypt.,0,4910
Every essay which she's written and that I've read is on that pile.,0,4913
Every essay that she's written and which I've read is on that pile.,0,4914
the student whose turn it was left.,0,4915
the pencil with which he is writing broke.,0,4917
a pencil with which to write broke.,0,4919
The company in which they have invested left.,0,4923
The people in whose house we stayed left.,0,4924
The person with whom he felt most comfortable left.,0,4925
He bought a bench on which to sit.,0,4926
He bought a refrigerator in which to put the beer.,0,4927
There is a bench for you to sit on.,0,4928
the person I met is from Boston.,0,4930
the box we put the books in is sealed.,0,4931
He made a statement everyone thought was interesting and important.,0,4932
They all agreed to include those matters everyone believed had been excluded from the Treaty.,0,4933
I just know that the Big 12 South teams everyone knew would win actually won the game.,0,4934
The person who John asked for help thinks he is foolish.,0,4935
"Mary, who John asked for help, thinks he is foolish.",0,4936
"John has two sisters, who became lawyers.",0,4937
I met the lady from France who grows peaches.,0,4938
"In the classroom, the teacher praised John, whom I also respect.",0,4941
"Reagan, whom the Republicans nominated in 1980, lived most of his life in California.",0,4942
Every student who attended the party had a good time.,0,4943
No student who scored 80 or more in the exam was ever failed.,0,4945
"The contestant who won the first prize, who is the judge's brother-in-law, sang dreadfully.",0,4947
He who laughs last laughs best.,0,4949
"He who is without sin among you, let him cast the first stone.",0,4950
Who did he believe that he would one day meet?,1,4951
Which celebrity did he mention that he had run into?,1,4952
The knife which he threw into the sea had a gold handle.,0,4955
The knife that he threw into the sea had a gold handle.,0,4956
"The knife, which he threw into the sea had a gold handle.",0,4957
Bill cooked supper and washed the dishes.,0,4959
He refuted the proof that you cannot square it.,0,4962
They met someone who knows the professor.,0,4964
That he has met the professor is extremely unlikely.,0,4966
She bought John's book.,0,4968
Did John wonder who would win the game?,1,4969
What did he get the impression that the problem really was?,1,4971
This is the paper that we really need to find the linguist who understands.,0,4972
Students enter high-level educational institutions might face many problems relating to study habits.,0,4974
A fellow student saw this felt sorry for Miss Kim and offered her his own book.,0,4975
Experts all agree that dreams cause great anxiety and stress are called nightmares.,0,4976
The victims of the earthquake their property was destroyed in the disaster were given temporary housing by the government.,0,4977
This is the book which I need to read.,0,4978
The person whom they intended to speak with agreed to reimburse us.,0,4979
The motor that Martha thinks that Joe replaced costs thirty dollars.,0,4980
The official to whom Smith loaned the money has been indicted.,0,4981
The man on whose lap the puppet is sitting is ventriloquist.,0,4982
We just finished the final exam the result of which we can find out next week.,0,4983
The fact that scientists have now established all the genes in the human body is still not widely known.,0,4988
The fact that the scientists used the latest technology to verify was reported at the recent conference.,0,4989
They ignored the suggestion that Lee made.,0,4990
They ignored the suggestion that Lee lied.,0,4991
They denied the claim that we had advanced by ourselves.,0,4992
They denied the claim that they should report only to us.,0,4993
The hotel where Gloria stays is being remodelled.,0,4994
The day when Jim got fired was a sad day for everyone.,0,4995
John is tough to persuade.,0,4996
John made it clear that he would finish it on time.,0,4997
It is John that I met last night in the park.,0,4998
I wonder whom Sandy loves.,0,4999
This is the politician on whom Sandy relies.,0,5000
He is hard to love.,0,5001
It is easy to please John.,0,5002
John is easy to please.,0,5003
John is eager to please.,0,5006
To please John is tough.,0,5007
It is tough to please John.,0,5008
John is tough to please.,0,5009
John is ready to please.,0,5012
Kim is easy to please.,0,5013
Kim is eager to please.,0,5014
This doll is hard to see.,0,5015
The child is impossible to teach.,0,5016
The problem is easy to solve.,0,5017
John is eager to examine the patient.,0,5021
John is eager to find a new home.,0,5022
Hei is easy to please i.,0,5025
This theorem will take only five minutes to prove.,0,5026
This theorem will take only five minutes to establish that he proved in 1930.,0,5027
This scratch will cost Kim $500 to fix.,0,5028
"This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted.",0,5029
Who is Kim eager to recommend?,1,5031
This sonata is easy to play on this piano.,0,5032
Which piano is this sonata easy to play on?,1,5033
That dogs bark annoys people.,0,5034
It annoys people that dogs bark.,0,5035
Why she told him is unclear.,0,5036
It is unclear why she told him.,0,5037
to leave so soon would be inconvenience.,0,5038
It would be inconvenience to leave so soon.,0,5039
It would be inconvenience for you to leave so soon.,0,5040
That the Dalai Lama claims Tibet independence disturbs the Chinese government.,0,5041
It disturbs the Chinese government that the Dalai Lama claims Tibet independence.,0,5042
I believe the problem to be obvious.,0,5043
I believe it to be obvious that the problem is not easy.,0,5045
I do not think it unreasonable to ask for the return of my subscription.,0,5046
He made it clear he would continue to co-operate with the United Nations.,0,5047
They're not finding it a stress being in the same office.,0,5048
That you came early surprised me.,0,5049
It surprised me that you came early.,0,5050
That Chris knew the answer occurred to Pat.,0,5052
It occurred to Pat that Chris knew the answer.,0,5053
It really freaks me out that we invaded Iraq.,0,5054
That we invaded Iraq really creeps me out.,0,5055
That we invaded Iraq really freaks me out.,0,5056
It really bites that we invaded Iraq.,0,5057
That Fido barks annoys me.,0,5058
A man came into the room that no one knew.,0,5059
A man came into the room with blond hair.,0,5060
I read a book during the vacation which was written by Chomsky.,0,5061
Ray found the outcome frustrating.,0,5062
Ray found it frustrating that his policies made little impact on poverty.,0,5063
I made it my objective to settle the matter.,0,5065
I made the settlement of the matter my objective.,0,5066
I owe it to you that the jury acquitted me.,0,5068
I owe my acquittal to you.,0,5069
I believe strongly that the world is round.,0,5070
It's their teaching material that we're using.,0,5072
What we're using is their teaching material.,0,5073
Their teaching material is what we are using.,0,5074
We are using their teaching material.,0,5075
I share your view but I just wonder why you think that's good.,0,5076
It was the man that bought the articles from him.,0,5077
It was then that he felt a sharp pain.,0,5078
It was to the student that the teacher gave the best advice.,0,5079
It was not until I was perhaps twenty-five or thirty that I read and enjoyed them.,0,5080
It's the second Monday that we get back from Easter holiday.,0,5083
It was the girl who kicked the ball.,0,5084
It's mainly his attitude which convinced the teacher.,0,5085
What you want is a little greenhouse.,0,5086
What's actually happening in London at the moment is immensely exciting.,0,5087
What is to come is in this document.,0,5088
What I've always tended to do is to do my own stretches at home.,0,5089
What I meant was that you have done it really well.,0,5090
What happened is they caught her without a license.,0,5091
What the gentleman seemed to be asking is how policy would have differed.,0,5092
Insensitive is how I would describe him.,0,5093
In the early morning is when I do my best research.,0,5094
That's when I read.,0,5098
That was why she looked so nice.,0,5099
That's how they do it.,0,5100
That's who I played with over Christmas.,0,5101
What you heard was an explosion.,0,5102
It was an explosion that you heard.,0,5103
What you should do is order one first.,0,5104
It was not until I was perhaps twenty-five or thirty that I read them and enjoyed them.,0,5107
It's the writer that gets you so involved.,0,5110
And it was this matter on which I consulted with the chairman of the Select Committee.,0,5113
What I ate is an apple.,0,5116
What we are using is their teaching material.,0,5117
The student who got A in the class was very happy.,0,5118
The one who broke the window was Mr. Kim.,0,5119
He got what he wanted.,0,5120
He put the money where Lee told him to put it.,0,5121
The concert started when the bell rang.,0,5122
I ate what John ate.,0,5126
I ate an apple.,0,5127
This is how he did it.,0,5130
This is why he came early.,0,5131
Type A: It is on Bill that John relies.,0,5132
Type B: It is Bill on whom John relies.,0,5133
It was then when we all went to bed.,0,5134
It's the second Monday that we get back from Easter.,0,5136
It was in 1997 when the IN introduced the alien registration receipt card.,0,5137
It is Uncle John whose address I lost.,0,5138
It was the director that she wants to meet.,0,5142
It was the director that she said she wants to meet.,0,5143
It was the director that I think she said she wants to meet.,0,5144
I wonder who it was who saw you.,0,5145
I wonder who it was you saw.,0,5146
I wonder in which pocket it was that Kim had hidden the jewels.,0,5147
Who do you think it is that Mary met?,1,5148
It is difficult for me to concentrate on calculus.,0,5150
For me to concentrate on calculus is difficult.,0,5151
Calculus is difficult for me to concentrate on.,0,5152
Being lovely to look at has its advantages.,0,5153
Letters to Grandma are easy to help the children to write.,0,5154
It was to Boston that they decided to take the patient.,0,5155
It was with a great deal of regret that I vetoed your proposal.,0,5156
It was Tom who spilled beer on this couch.,0,5157
It is Martha whose work critics will praise.,0,5158
It was John on whom the sheriff placed the blame.,0,5159
I wondered who it was you saw.,0,5160
I was wondering in which pocket it was that Kim had hidden the jewels.,0,5161
Was it for this that we suffered and toiled?,1,5163
Who was it who interviewed you?,1,5164
I believe it to be her father who was primarily responsible.,0,5165
I believe it to be the switch that is defective.,0,5166
Tom ate what Mary offered to him.,0,5167
I wonder what Mary offered to him.,0,5168
What Mary offered to him is unclear.,0,5169
I don't have any potatoes.,0,5170
At most three girls saw anything.,0,5172
Every girl who saw anything was happy.,0,5174
Any owl hunts mice.,0,5176
Any lawyer could tell you that.,0,5177
I would dance with anybody.,0,5178
Almost every lawyer could answer that question.,0,5179
Almost no lawyer could answer that question.,0,5180
Almost any lawyer could answer that question.,0,5181
I would dance with Mary or Sue.,0,5183
Mary or Sue could tell you that.,0,5184
Do you have dry socks? claim.,0,5185
Perhaps some dry socks would help?,1,5186
An owl hunts mice.,0,5187
Generics allow exceptions.,0,5188
A poodle gives live birth.,0,5189
Every poodle gives live birth.,0,5190
I don't have potatoes.,0,5191
Every man who has matches is happy.,0,5192
Every man who has any matches is happy.,0,5193
Could we make some French fries?,1,5194
Why don't we make some French fries?,1,5195
Are you prepared for school tomorrow?,1,5196
And then all the owls go on a mice hunt.,0,5197
"If you take a dry match and strike it, it lights.",0,5198
At most three teachers assigned homework.,0,5199
At most three teachers assigned any homework.,0,5200
Every student who handed in some homework will get a prize.,0,5201
Every student who handed in any homework will get a prize.,0,5202
"Before you make plans, consult the secretary.",0,5203
"Before you make any plans, consult the secretary.",0,5204
Is there anything I can do for you?,1,5205
A professional dancer would be able to do it.,0,5206
Any professional dancer would be able to do it.,0,5207
"We don't have potatoes, or at least not enough.",0,5208
Every man who has any matches is happy. happy.,0,5209
I'm surprised we had any potatoes.,0,5212
At most three boys didn't see anything.,0,5213
Sue was the most likely not to say anything.,0,5215
Sue said something although she was the most likely not to say anything.,0,5216
Cows fly more often than John visits any relatives.,0,5217
Every child should have a daily glass of milk.,0,5219
Each child should have a daily glass of milk.,0,5220
I'm surprised that he ever said anything.,0,5221
I'm sorry that he ever said anything.,0,5222
I'm surprised he bought a car.,0,5225
But these tickets are terrible!,0,5226
"I was surprised that he stole the watch, in as far as that was a daring thing to do.",0,5227
"Given my high opinion on his moral character, I was surprised that he stole the watch.",0,5228
Were you surprised that he stole the watch?,1,5229
I'm sorry that anybody hates me.,0,5230
I want for nobody to hate me.,0,5231
I'm glad he bought a car.,0,5232
I'm sorry he bought a car.,0,5233
He bought a Honda.,0,5234
I'm glad anybody likes me!,0,5236
Couldn't you get any tickets better than this?,1,5237
"It's fine that he paid and apologized, but I don't really care about his gratitude, or the money, or anything.",0,5238
I'm sure he speaks to me!,0,5240
I'm glad a linguist likes me.,0,5241
I didn't help him because I have any sympathy for urban guerillas.,0,5242
I don't have any sympathy for urban guerillas.,0,5244
Almost any owl hunts mice.,0,5247
Absolutely any owl hunts mice.,0,5248
He began writing poems.,0,5249
He kept writing poems.,0,5250
He continued writing poems.,0,5251
He stopped writing poems.,0,5252
The men would have all been working.,0,5253
The men would have been all working.,0,5254
Would the men each have been working?,1,5255
The men would not enjoy that.,0,5257
Would the men not enjoy that?,1,5259
The men all would not have been working.,0,5261
The men would not have all been working.,0,5262
The men would not all have been working.,0,5263
The men would not have been all working.,0,5264
That John is a fool is obvious.,0,5265
It is obvious that John is a fool.,0,5266
John whined that he was hungry.,0,5268
John is certain that the Mets will win.,0,5270
That he has blood on his hands proves that John is the murderer.,0,5271
To please John would be difficult.,0,5273
It would be difficult to please John.,0,5274
It is believed to be obvious by everyone that Fred is crazy.,0,5275
It disturbed him that people didn't like Fred.,0,5277
It was believed to have disturbed him that people didn't like Fred.,0,5278
How certain that the Mets will win are you?,1,5284
How likely to win is he?,1,5285
This book I enjoyed.,0,5286
